source,target,dataset
ja aká yoinabo jakon ikantiakin shinanxonkin neskáakin yoia iki,los bendijo dios diciendo,religioso
jainxon gadbiribi neskáakin yoia iki mibé reteananira reteananai jonibo benóxikanai jaskati bekankenbira min jatoaresa jabati bokanaitian jato chibanhanan min jato keyonoxiki akin aká iki,a gad le asaltan salteadores pero él atraca a su retaguardia,religioso
¿jawenpariki peoi bokanai?,¿qué sectores organizarán?,educativo
¿jawekeskaaxonmein non ati iki jakon shaman akin non axeti xobo onankin?,¿cómo podríamos hacer para saber más acerca de su escuela?,educativo
shinanwe jato betan ja katokanabo iamax tsinkibo jaskaxon sinankanti kopi jaekopiki tsinkikana ixon,acuerda con ellos algunas clasificaciones o grupos para orientar su elección,educativo
jatian en mato yokatabira maton ea jawebi yoitima iki,y si les hago alguna pregunta ustedes no me contestarán,religioso
nato axetiainkora benbo bake itan ainbo bakebaon wishakanai,en esta sesión los niños y las niñas escribirán,educativo
itanribi jaskaaxon tee atibo shinankanai kirika jaskatax jikiti itan pikoti axon itanribi jainriki ja jawekibo itina ixon oini,y planifican tareas para organizarse y organizar su aula utilizando un cuadro de doble entrada y leyendo un croquis,educativo
saraíra tooisma ikax bakeoma iká iki,saray era estéril y no tenía hijos,religioso
jato jaskáketian jaonmea onanaibaon jesús yokákana iki,los discípulos le preguntaron,religioso
awinya ixon potayamawe jatian jayaoma ixon wanotiakin shinanyamawe,tienes obligaciones con una mujer no intentes liberarte no tienes obligaciones con una mujer no busques esposa,religioso
jakon akin jatibi jato axeapaketi itanribi westiora benbo bake itan ainbo bake rekenpari axeati,mejorar los niveles de aprendizaje de todos y cada uno de los niños y las niñas en la educación primaria,educativo
awe wishakin rabe rabe bakebo benbo itan ainbo wishati meninbo,elabora una lista de parejas de niños y niñas con niveles de escritura próximos,educativo
jaskaaka oinnax jaonmea onannaibo ikana iki ikonbiresi sinati neskati,al ver esto los discípulos protestaban,religioso
jaskatira moa jawen papaiba kaai bain karibaa iki ja moa nokoti kaaitianra ochokeabi jawen papan meraa iki meraxa já noibai bechii ishtoa iki kaxon nokoanan paoxon betsó ayona iki,se levantó pues y se fue donde su padre estaba aún lejos cuando su padre lo vio y sintió compasión corrió a echarse a su cuello y lo besó,religioso
non uva waibora ramiake non higo waibora keyokin beshéake ja jiwibichibora keyokin bishkoke ja jiwi poyanbobira joxobaintiake,en ruinas ha dejado mi viña y ha destrozado mis higueras les sacó toda la corteza las dejó peladas y con las ramas blancas,religioso
ani wishabo,escritura de letreros,educativo
jaskati teeti jaskaaxon onanti kopi neskara sesion ikainko,capacidad e indicadoresa trabajar en la sesión,educativo
jaweratobaonki atikoma jawékibo janharesai jabora ebébi nokon yakátinin en yakákiinti iki ja atikoma jawékibo enharesax nokon papa dios betan jawen yakátinin ea yakáni keskáribiakin,al vencedor lo sentaré junto a mí en mi trono del mismo modo que yo después de vencer me senté junto a mi padre en su trono,religioso
jainoa yokáribikana iki,el lo negó diciendo,religioso
jato yoiwe jakonax mexakonankanti,da indicaciones para que se saluden con cuidado,educativo
jaskáakin jato akábi yamé pochínikon pablo betan silas oranhananbi dios rabii bewakanaitian jabé presobaon ninkákana iki,hacia media noche pablo y silas estaban cantando himnos a dios y los demás presos los escuchaban,religioso
tsinkiti 12:,sesión 12,educativo
jato ratebaintii ika iamax jato raromati,tanto para crear suspenso como para expresar una situación divertida,educativo
ikaxbi ja jakonma shinanya jonibaonra mia omískin mikiakin jakonma shinankana iki jatíbitian mia ramiati shinanyares ixon,lo han provocado lanzándole flechas lo han perseguido los arqueros,religioso
ea yoia iki,escribe en un libro lo que veas y envíalo a las siete iglesias,religioso
jatianra jaonmea onannaiboyabi jesús ian kexa kaa iki,jesús se retiró con sus discípulos a orillas del lago y lo siguió una gran muchedumbre de galilea,religioso
ja silvanon timoteon jainoax enribi mato yoiai diossen bake kristo jesúsra jawetianbi enra akai ixonbi enra moa ayamai ikai iamaa iki diosra jesukristo meranoax jatíbitian ikoni yoyo ixon senenhai iki,al igual que el hijo de dios cristo jesús al que tanto yo como silvano y timoteo predicamos no fue sí y no en él no hubo más que un sí,religioso
nato akabaon ja pekao jan teeti bokanti kopi patrones aditivos crecientesbo itan decrecientesninbo,y que las utilicen para crear patrones aditivos crecientes y decrecientes,educativo
jawen chonka rabé jaonmea onannaibo tsinkixonra yoiti koshi shinan jato jesussen menipakea iki jan jonibo meranoa yoshinbo pikokanon ixon itan meskó isinboyabi ja chexakaataiboribi benxoakanon ixon,jesús llamó a sus doce discípulos y les dio poder sobre los espíritus impuros para expulsarlos y para curar toda clase de enfermedades y dolencias,religioso
jainoax ja diossenbi noa onanmaa non ikonhaa ikon joikiribi kikini koshia iti jake itan jakonma aká jaton shinan meran yamaribi jakanti jake,que guarden el misterio de la fe en una conciencia limpia,religioso
jaskara ikenra ja maton piai itan maton xeai jawékibo kopí ja fiesta netebo ikenbi maton ayamaitianbo ja oxe bená ikenbi maton mekeyamaitianbo ja tantiti nete ikenbi mato tantiamaitianbo tsonbi mato janshokobo yointi atipanyamake,por tanto que nadie los venga a criticar por lo que comen o beben por no respetar fiestas lunas nuevas o el día sábado,religioso
jatian abrahamman yoia iki,abraham le contestó,religioso
ja pekao elaboración toponti kirikabo,después de la elaboración del portafolio,educativo
¿jawekeskaraki maton oinkasai jainoax mato axeai?,¿cómo quisieras que se vea tu salón?,educativo
jato yoiti kopi,para informarlos,educativo
ja kriston tee akaiboakin itan ja diossen anoxon shinanna onanyamakana jawékibo jato onanmaiboakinkayara maton noa shinanti jake,vean pues en nosotros a servidores de cristo y a administradores de las obras misteriosas de dios,religioso
ja romano jonibo ixon non jaskáati ikenmabira wetsaresibi axébo noa yoikanai akin,predican unas costumbres que a nosotros los romanos no nos está permitido aceptar ni practicar,religioso
enra maton bakeboyabi mato jawékiatibo meniti jake akin jato aká iki,yo los mantendré a ustedes y a sus hijos,religioso
jatian moa yantanpake akai iki ja texeawana wetsabo pikinkin akin aká iki,muerte y funerales de jacob,religioso
yoyo axonwe benbo bakebo itan ainbo bakebo jatibi ja tee aki bokantibo planificador ikainkonia biabo itanribi shinanmawe jato jainki ja mesko tee aki bokantibo,lee a los niños y las niñas lo que has registrado en el planificador y recuérdales que ahí tienen varias de las tareas que podrían escribir,educativo
ramara ja davidkan jemameax jan mato kishpinmati pikóke ja riki kristo ja ibo,hoy en la ciudad de david ha nacido para ustedes un salvador que es el mesías y el señor,religioso
min akinatonin,con tu ayuda,educativo
joninra yoia iki,el hombre respondió,religioso
"raston iamax jan teeti,",grosor o uso,educativo
rapisbo itanribi rapis jan sikatibo,lápices y lápices de colores,educativo
jatianra jonás neskáakana iki,entonces le dijeron,religioso
jaskáakanabi jakiribi namáxon josekan jawen wetsabo neskáakin jato yoiribia iki,tuvo josé todavía otro sueño y también se lo contó a sus hermanos,religioso
jaskara ointaanan kininko jikixon oinkanabi moa ibo jesussen yora yama iká iki,y al entrar no encontraron el cuerpo del señor jesús,religioso
jaskáaxon jan jato ikinnaitonin tanaa iki ja onpax vinoa jaweranoa bekanarin ixon onanxonmabi ja yonotibaonres onankana iká iki jabaon onpax bexon nachita ixon jaskáaxon jan jato ikinnaitonin ja wanoai joni kenaa iki,después de probar el agua convertida en vino el mayordomo llamó al novio pues no sabía de dónde provenía a pesar de que lo sa bían los sirvientes que habían sacado el agua,religioso
jatian jawen papabiribi bomaa iki chonka asnon axon kikinbires meskó jakon jawékibo jainxon jatíribi chonka asno awinin axonribi bomaa iki trigo piti jainoax meskó jawékiatiboribi ja jawékiatibora iká iki jokin jawen papan ja jawékiatibo,y puso además diez burros cargados con los mejores productos de egipto y diez burras cargadas de trigo pan y víveres para el viaje de su padre,religioso
jainxon ja ibon non mato noia keskáakinribi wetsabo betan itan jatíbibo betan inonbi mato noianannon ixon noimisti shinanbo mato animaboresbanon,que el señor los haga crecer más y más en el amor que se tienen unos a otros y en el amor para con todos imitando el amor que sentimos por ustedes,religioso
jato yoiwe toroain ikanti itan nokoxon min janebo yoiwe itanribi min ken jaweki,invítales a que se ubiquen en un círculo y preséntate diciendo tu nombre y algo que te guste,educativo
tsinkiti n 12,sesión n 12,educativo
jaskákenbi ja bari kaai mexkaokeax niwe koshimashoko bei peokoota iki jaskara oinnax jaton ankla nebíbaini ja kreta tenamanbi moa bokana iki,comenzó entonces a soplar un ligero viento del sur y pensaron que lograrían su objetivo levaron anclas y costearon la isla de creta,religioso
¿jawekeskaaxonmein non ati iki axetiainko jakon akin jawekibo bexon tsinkixon joyonkin?,¿cómo organizaremos la tiendita del aula con los materiales que han traído?,educativo
jatianra jato betan itin wetsa jonibo rakéreskana iki ikaxbi jatíbi jonibaon jatoki jakon shinankana iki,y nadie de los otros se atrevía a unirse a ellos pero el pueblo los tenía en gran estima,religioso
jatian ja ainbaonbiribi yoia iki,la mujer contestó,religioso
yoyo ati kirika 1,comunicación 1,educativo
jatian ja dios bebon jakon inox jatí neteyanix chokíti ja moiséssen esekan yoiai nete senenketian ja bake jerusalénhainoa diossen xobo meran bokana iki non ibo meninoxon,asimismo cuando llegó el día en que de acuerdo con la ley de moisés debían cumplir el rito de la purificación llevaron al niño a jerusalén para presentarlo al señor,religioso
jatian simón pedron jawen espada tsekataanan malko janeya joni jawen mekayaokea pabíki xatenaana iki ja iká iki sakerdotebaon koshin yonoti,simón pedro tenía una espada la sacó e hirió a malco siervo del sumo sacerdote cortándole la oreja derecha,religioso
enok sokota chonka pichika baritiaya iketianra jawen benbo bake matusalén pikota iki,tenía henoc sesenta y cinco años de edad cuando fue padre de matusalén,religioso
enra nenonxon nobé joi akaibo betan tsinkíxon ja galakia main iká jemabaon jakana jatíbi non wetsabo nato kirika meran wishaxon mato saludo bomai,yo y todos los hermanos que están conmigo saludamos a las iglesias de galacia,religioso
jaskara yoiira inike neskati diossenra raroshaman imati iki ja jakonma jawékibo aká ikenbi moa shinanxonyamakin diossen jato ocha soaxonabo,felices aquellos cuyos pecados han sido perdonados y cuyas ofensas han sido olvidadas,religioso
jenewe rabebicho jishtishaman akin itan yokawe,deja visibles solo dos y pregunta,educativo
jatian ja sakerdotebaon koshibo itan jain tsinkita jonibo pilaton jato yoia iki,pilato se dirigió a los jefes de los sacerdotes y a la multitud les dijo,religioso
jatian moa nete xabáketian mai oinxonbi jawen janerin ixon ja wapóronin teetaibaon onanyamakana iki ixonbi westíora paboro mashi kerakaya oinkana iki jainxon shinankana iki jain ja wapóro taxnanti,cuando amaneció no reconocieron la tierra pero divisaron una bahía con su playa y acordaron hacer lo posible por encallar en ella el barco,religioso
natora mia siribini kai mesko shinanyashamanbo mia iti kopi,esto te servirá para hacer variantes a las propuestas,educativo
ja ikainko,adaptado de,educativo
ikaxbira jaabi ja joni jaton apo iti janekana iki jainoax moa apo itaanan jawen mainko joríbaa iki moa nokóxon ja koríki jato menipakeyantana jawen yonotibo jato kenapakea iki jawetii koríkimein westíoraxonbo kaimakanke ixon onannoxon,cuando volvió había sido nom brado rey mandó pues llamar a aquellos servidores a quienes les había entregado el dinero para ver cuánto había ganado cada uno,religioso
ja nakor iká iki serugnin bake ja serug iká iki ragaunin bake ja ragau iká iki pélegnin bake ja péleg iká iki ebernin bake ja eber iká iki selajkan bake,hijo de seruc hijo de ragau hijo de falec hijo de eber hijo de sala,religioso
ikaxbi en mato yoibanon tsokikayaki mato rakéti iki ixon,yo les voy a mostrar a quién deben temer,religioso
wishawe janebo tsamabo tiibina,escribe nombres para el grupo,educativo
ainbo bakebo itan benbo bakebaonra nokokanti jake kimisha joi,las niñas y niños encontrarán que hay tres palabras,educativo
rama ja onpax ea meniwe ea jawetianbi nomin iwetsayamanon jatianra nato pozomea onpax bii ea jowetsatima iki akin,señor dame de esa agua y así ya no sufriré la sed ni tendré que volver aquí a sacar agua,religioso
onanai metsa akin wishaabo jaskaaxon peoa itan keyoa westiora wisha akana,reconoce la silueta o estructura externa y las características de un texto narrativo,educativo
ja mawábo jiritima ikenra kristoribi mawatax jiriamakeanke,pues si los muertos no resucitan tampoco cristo pudo resucitar,religioso
nonra shinankanai mesko akaxbo noa yoyo ati axeti,proponemos diversas actividades de lectura,educativo
jakon akin wishai kaman atinkobishaman,lo más próximo al nivel alfabético,educativo
moa kimishaakin jaskáa pekáo ja chopa moa jakiribi nai bochiki karíbaa iki,esto se repitió por tres veces después aquella cosa grande fue levantada hacia el cielo,religioso
