source,target,dataset
eara joribakasai,sólo quiero volver.,flashcards
minra noa paranke,nos engañaste.,flashcards
jato rabera ike,estaban juntos.,flashcards
jakoinra serera ake,hizo muy buen tiempo.,flashcards
¿min yoyo ati atipana?,¿puedes leer?,flashcards
eiro atimitsi ayakoteri itsipapee.,no debemos depender de otros.,cuentos
kikini paxkina riki ea,¡estoy tan cansado!,flashcards
toman ninkatai ixonra en onanke,sé que tom entiende.,flashcards
¿jakopiki mia neno iki?,¿por eso estás aquí?,flashcards
enra tom ointi atipanke.,puedo ver a tom.,flashcards
enra yoiti atipanyamake.,no lo puedo decir.,flashcards
paena riki ea,estoy borracho.,flashcards
¿jaweki min aka?,¿qué hiciste?,flashcards
kikin jakoinra,bien hecho.,flashcards
enra jawebi onanyamake,no sé nada todavía.,flashcards
min poi manawe,espera por tu hermana.,flashcards
¿tsoarin mia?,¿quién sos?,flashcards
jakon joni riki mia,eres importante.,flashcards
¿yoyo ati kirika min ea meniti atipana?,¿podrías prestarme el libro?,flashcards
¿min ja onana iwana?,¿sabías eso?,flashcards
jawe min bikasai?,¿qué desea comprar?,flashcards
jawetianbira mia xobon iamai,nunca estás en casa.,flashcards
minra ishoton ninkatai,captás rápido.,flashcards
tomanra manaibake,tomás esperó.,flashcards
¿rama ea miba kati atipana?,¿te puedo visitar hoy?,flashcards
ichama jaweki atira baneke,queda poco por hacer.,flashcards
¿sinatabirin mia?,¿sigues molesta?,flashcards
kaari shintsitatsine ipeakaeri tsonkiri.,"el segundo, que no tiene fuerza, se convirtió en tsonkiri.",cuentos
eara wini jeneti atipanyamake.,no puedo evitar llorar.,flashcards
¿nato mia oinkasai?,¿quieres mirar esto?,flashcards
"ari ikantaja iriri ipiaja tekatsi iramake, isokiapaji mantsiatsara. ikantajapairo:","cuando el padre regresó, no trajo nada, vino muy triste. le dijo a su esposa:",cuentos
impoiji pimpotsotantenaro potsoti.,después me arrancarás los ojos.,cuentos
enra potati atipanyamake,no puedo deshacerlo.,flashcards
¿tomki yoyo ikirin mia?,¿estás hablando de tom?,flashcards
¿westiora folleto min bemati atipana?,¿podrías enviarme un folleto?,flashcards
eara sere kenai,necesito tiempo.,flashcards
manawe. kayamawe,espera. no te vayas.,flashcards
¿osantirin mia?,¿eres gracioso?,flashcards
jara onis iwanke,ella se veía triste.,flashcards
¿mia rama nonokashamai?,¿no quieres nadar hoy?,flashcards
enbichora ati atipanyamake.,no puedo hacerlo sola.,flashcards
neri jowe,vuelve aquí.,flashcards
anicha awe,hazlo más grande.,flashcards
"ishton jowe, tom","apúrate, tom.",flashcards
noara menikanti jake pikoti kopi,necesitamos permiso.,flashcards
bakishra ja joribai,él volverá mañana.,flashcards
ari yoka ebankari kametsa yantakero isaikapaji.,entonces el joven vivió bien.,cuentos
eara ja kenai,quiero aquél.,flashcards
chankata riki ea,estoy levantado.,flashcards
jawekibora wetsarebires ikai,las cosas cambian.,flashcards
moara min ati ake,hiciste tu parte.,flashcards
axeamisma riki ea,no soy profesor.,flashcards
¡irake jakiribi!,¡gracias nuevamente!,flashcards
min poi riki ea,soy tu hermana.,flashcards
miara jan irake ati jake,debería darte las gracias.,flashcards
jaki yokawe,pregúntale sobre ello.,flashcards
jiwi tsekai,soy maderero.,flashcards
¿ea yakati atipana?,¿me puedo sentar?,flashcards
mato jugo riki kikin mokaira.,este jugo sabe amargo.,flashcards
jaskara riki,es irrelevante.,flashcards
¿min jawen bemana oina?,¿viste su cara?,flashcards
en mia akinban,le ayudo.,flashcards
¿poiyarin mia?,¿tienes hermanas?,flashcards
jatikaxbira jiribakanke,ambos sobrevivieron.,flashcards
enra moa wishati atipanyamake.,no puedo escribir más.,flashcards
¿mia kirinkonin joi axei iitai?,¿estudias inglés?,flashcards
netexon ninkawe,escucha atentamente.,flashcards
tomra mashtabicho iwanke,tom estaba calvo.,flashcards
¿mia postre kenai?,¿quieres algún postre?,flashcards
¿jawe masa akirin mia?,¿de qué estás preocupada?,flashcards
jain wishara brasileño iki,el autor es brasileño.,flashcards
¿jaweranorin tsasikanai?,¿dónde está la estación?,flashcards
tomasra joti iwanke,tomás estaba fumando.,flashcards
pizzara en yokake,pedí pizza.,flashcards
¿mia wanoa?,¿estás casado?,flashcards
¿nenoki en firimanai?,¿firmaría aquí?,flashcards
nato yoyo akanwe,lean esto.,flashcards
jakoma ixonra en onanke,sé que está mal.,flashcards
enra mia omisti atipanyamake,no puedo odiarte.,flashcards
enra mia omisai,te detesto.,flashcards
jabora boreskana iki,ellos siguieron caminando.,flashcards
¡nonra kananke!,¡hemos ganado!,flashcards
"jainbi jenewe, tom","déjalo estar, tom.",flashcards
¿mia facebookya iki?,¿tienes facebook?,flashcards
nokon pishara ea kenai,necesito mi bolsa.,flashcards
meeka yora atiri iñapajiri tsikonti ikantapajiri:,entonces el hombre encontró a tsikonti y le dijo:,cuentos
onisarin mia,estás triste.,flashcards
nonra manaibake,nosotros esperamos.,flashcards
enra mia yoiti atipanyamake,no puedo decírtelo todavía.,flashcards
¿jawerano mia joneta ika?,¿donde estabas tu escondido?,flashcards
¿min jain ika iki?,¿has estado allí?,flashcards
beisbol tsini riki ea,estoy jugando béisbol.,flashcards
nonra jato awe akai,somos confiables.,flashcards
¿jawetianki en mia kenati atipana?,¿cuándo puedo llamarte?,flashcards
yakaxonra en ninkake,escuché atentamente.,flashcards
eara nokoi kai,lo superaré.,flashcards
jonibora yoyo ikai,la gente está hablando.,flashcards
yantancha yoyo iti riki,hablaremos más tarde.,flashcards
¿minra metsa ea merai?},¿me encuentras bonita?,flashcards
jawe atiyoma riki ea,estoy aburrida.,flashcards
¿tsoaki joai?,¿quién viene?,flashcards
¿atikoma jawekianrin mia?,¿estás en problemas?,flashcards
irootake yataitantanakari inchatoki antyaro.,por eso se fue al monte.,cuentos
enra icha masa akai,me preocupo mucho.,flashcards
¿ea neno oxati atipana?,¿puedo dormir aquí?,flashcards
eapari mia ikomawe.,déjame darte un abrazo.,flashcards
jatixonbira ake,todos ganan.,flashcards
¿nonki nokoai?,¿lo conseguiremos?,flashcards
nato ati riki,usemos este.,flashcards
eara jan kenwanke,yo la quería.,flashcards
bakishra noa oinaibo bekanai,tendremos unos invitados mañana.,flashcards
jaskara iwanke,era así.,flashcards
icha jawekiyara noa ibake,teníamos muchos muebles.,flashcards
yora atiri ikantiri icharine:,entonces el hombre dijo a su pariente:,cuentos
¿francesnin yoyo ikirin mato?,¿están hablando en francés?,flashcards
enra jenekasai,quiero renunciar.,flashcards
¿min kanankashamai?,¿no quieres ganar?,flashcards
batashaman oi bea,llovía dulcemente.,flashcards
ren irai,está vibrando.,flashcards
jain kati akirin mia,estás tentando al destino.,flashcards
nato netebora ea kikini axeke,aprendí mucho esta semana.,flashcards
jainparira ibake,todavía estaba allí.,flashcards
enra reteti iki,podría matarlo.,flashcards
nokon ken riki ransati?,me encanta bailar.,flashcards
nonra benati jake,necesitamos averiguarlo.,flashcards
wisora ibake,era negro.,flashcards
¿jawetianki ja nokotai?,¿cuándo llegó él aquí?,flashcards
minra ea ratewanke,me asustaste.,flashcards
miara yosi itan yoitima iki,estás viejo y terco.,flashcards
ja riki bemana xateya,ella es cara rota.,flashcards
¿jawekeskaraki noa oinmetai?,¿cómo nos vemos?,flashcards
¿jawetiki min akasai?,¿cuánto querés gastar?,flashcards
chequesbora non jen akai?,se aceptan cheques.,flashcards
min onanke en atipanyama.,sabes que no puedo.,flashcards
mia yoikasira ea iwanke,quería advertirte.,flashcards
jemanxon manawe,espera fuera.,flashcards
¿miabichorin iamax tsoberin mia?,¿estás solo o acompañado?,flashcards
eara cafe xeakasai,necesito café.,flashcards
isabikini anta antamiki.,vivía en el bosque.,cuentos
ja chopa jopewe,quítese la ropa.,flashcards
jawebi ayamai riki mia,estás perdiendo el tiempo.,flashcards
nenora joashokobo marokanai.,aquí se venden flores.,flashcards
cedes binon ikanwe,compramos cedés.,flashcards
¿min jato yoiti atipana?,¿podrías describirlos?,flashcards
eara oinkasai,quiero verlo.,flashcards
tomanra kopiaibake,tom pagó.,flashcards
¿jawe min yoiti atipana reggaeki?,¿qué opinas del reggae?,flashcards
kikini pikasira ea ike,tenía mucho hambre.,flashcards
¿min kamati atipana?,¿puedes despacharlo?,flashcards
westiora kometa yatanon iwe,remontemos una cometa.,flashcards
enra mia cafe bexonke,te traje café.,flashcards
eara rakakasai,quisiera recostarme.,flashcards
rama yakawe,ahora sentate.,flashcards
jabaonra jawetianbi ninkayamai,ellos nunca entenderán.,flashcards
¿natorin mina?,¿esto es tuyo?,flashcards
enra min aka jaweki onanke,sé lo que hicisteis.,flashcards
¿mia korikiya iki?,¿tienes dinero?,flashcards
jakoinra shinanya riki mia,tienes muy buen aspecto.,flashcards
eara jakomaresai,estoy empeorando.,flashcards
peokowe bewai,empieza a cantar.,flashcards
jainmacha riki,simplemente no parece probable.,flashcards
¿min ea akinti atipana?,¿podrías por favor ayudarme?,flashcards
¿mia neno ja iki?,¿viviste aquí?,flashcards
¡jaskara jisashaman?,¡qué coincidencia!,flashcards
sere manapariwe,toma tiempo.,flashcards
"jainmacha noa meniwe,",danos espacio.,flashcards
¿tomanki pia?,¿tom cenó?,flashcards
jara ibake ishtonres winoti,ella estaba apresurada.,flashcards
koshi shinanyara mia ike,fuiste valiente.,flashcards
jokoinra iwanke,estaba fantástico.,flashcards
kafera nokon ken iki,me gusta el café.,flashcards
shinan areskanwe,continúe su análisis.,flashcards
¿mia niti atipana?,¿podéis andar?,flashcards
ja pisha riki bemana jisa,esa bolsa parece cara.,flashcards
irootake iroyari ijatanaje.,por eso se fue.,cuentos
matsi keska,parece nieve.,flashcards
tele oinires riki ea,sólo estoy viendo tele.,flashcards
toman jato teareske,tom insistió.,flashcards
eara rerexe akanke,me arrestaron.,flashcards
enra kikin akin onanke,lo sé bien.,flashcards
janra jishteanwanke,ella le despertó.,flashcards
jara niai,ella camina.,flashcards
jainra mia yoyo ikai,tienes razón.,flashcards
jakoinra ebe raenanaira ibake,era un buen amigo.,flashcards
enra oinyamai,soy ciega.,flashcards
¡jainbi! ¡yometso!,¡alto! ¡ladrón!,flashcards
¿enki yokati atipana?,¿puedo pedirlo prestado?,flashcards
enra moa axonti atipanyamake.,no puedo hacerlo más.,flashcards
onan riki mato,son inteligentes.,flashcards
min kenai keska,como quieras.,flashcards
enra mia manai,te esperé.,flashcards
onis jaweki,es tan triste...,flashcards
"―meekaya meeka noshitikanakempi aka pankotsiki pintsipatempari piri, nokantanabetimpi pija poijateri piri piñaakero meeka jaoka ikantakari piri ikamake.","―ahora te voy a amarrar a esta casa, acompaña a tu padre. este es el castigo por no haberlo acompañado.",cuentos
enra ninkake,lamento escucharlo.,flashcards
"tom, ninkatai iwe","tom, sé razonable.",flashcards
¿jawe min jonewana?,¿qué escondiste?,flashcards
jenenra reteke,se ahogó.,flashcards
oi beainbira ea kai,iré aunque llueva.,flashcards
eara oxakasai,necesito dormir.,flashcards
atires riki mia,eres listo.,flashcards
eara kakashamai,odio viajar.,flashcards
enra meniti atipanyamake,no lo puedo alcanzar.,flashcards
jakon riki,suena justo.,flashcards
¿japonesrin mia?,¿eres japonés?,flashcards
tomra pikotai,tom aparecerá.,flashcards
¿mia korikiya iki?,¿tiene dinero?,flashcards
¿tsoaki joshokoai?,¿quién sigue?,flashcards
noa riki westabo itan poibo,somos hermano y hermana.,flashcards
jakomara oinke,se veía horrible.,flashcards
jakonax jowe,serás bienvenido.,flashcards
¿bena mibe raenanaiboki min aka?,¿hiciste amigos nuevos?,flashcards
minra ea banemake,me atrasaste.,flashcards
tomra jainmabires ibake mibe,estaba equivocado contigo.,flashcards
¿miaki mi poi mia jisayabi iki?,¿tienes una hermana gemela?,flashcards
toman xepoai,tom cerró la puerta.,flashcards
jakoinra riki ja,él tenía buen aspecto.,flashcards
¿eaki mibe yoyo iti atipana?,¿puedo hablar contigo?,flashcards
enra meniribiai,lo devolveré.,flashcards
¿jawerano mia teetai?,¿dónde trabajabas?,flashcards
¿mia nonoi kakasai?,¿quieres ir a nadar?,flashcards
bakishra jawe ati yamai,mañana será libre.,flashcards
kikin matsira ibake,hacía mucho frío.,flashcards
koiranxon winwe,mira cuidadosamente.,flashcards
eara jato oinke,los vi.,flashcards
westiora horayapari riki noa,tenemos todavía una hora.,flashcards
¿en nato piti atipana?,¿puedo comerme esto?,flashcards
¿jawetianki nokokanai?,¿cuándo llegarán?,flashcards
ochora noa ike,hemos estado lejos.,flashcards
¿jawe min yoiya?,¿qué dijiste?,flashcards
enra merake,lo encontré.,flashcards
jawen kenai jawekibo jonekasi,intentó ocultar sus sentimientos.,flashcards
tomanra shinanke,tom recordó.,flashcards
jaskapainra moa viernes iki,finalmente es viernes.,flashcards
tashira yamake,no queda sal.,flashcards
janra ea ninkati ike,debería haberme ido antes.,flashcards
moa atania,es suficiente.,flashcards
jara frances yoyo ikai,él habla francés.,flashcards
¿jaweki winota?,¿qué ocurre?,flashcards
¿jaweki winotai?,¿qué está pasando?,flashcards
¿mia koriki kenai?,¿necesita dinero?,flashcards
jakoinra ea jakasai,quisiera vivir lujosamente.,flashcards
ramara ea xabashaman iki,ahora estoy libre.,flashcards
moa atires riki ea,soy listo.,flashcards
¿jaweshaman mia kenai?,¿qué marca prefieres?,flashcards
oi keska,parece lluvia.,flashcards
¿maton kenrin ransati?,¿les gusta bailar?,flashcards
jawetianbira winoyamake,nunca pasó.,flashcards
ramara en onanke jawe kopirin ixon,ahora sé por qué.,flashcards
oinyamaira pikoke,nació ciega.,flashcards
yoyo iki riki mia,tú estás murmurando.,flashcards
¿jawe non yoakai?,¿qué cocinamos?,flashcards
nenora chexai,aquí duele.,flashcards
yakawe tomas,sentate tomás.,flashcards
axei riki ea,estoy estudiando.,flashcards
¿mia ikaki en ointi atipana?,¿puedo ver alguna identificación?,flashcards
―pijate poijataiteri piri ¿paita piperotantari?,―¿por qué eres perezoso?,cuentos
tomra wini iwanke,tom estaba llorando.,flashcards
¿jawe min biti maxkata?,¿qué necesitas comprar?,flashcards
nato keyonon iwe,terminemos esto.,flashcards
moa atires riki ea,estoy preparado.,flashcards
enra jakon akin onanyamake,no sé bien.,flashcards
¿min ointi atipana?,¿puedes verlo?,flashcards
eara jaskati ikabo kenai,necesito información.,flashcards
westiora toro ribojanwe,dibuja un círculo.,flashcards
axeamis ikaxra ea raroshaman iki,disfruto ser profesor.,flashcards
tsoabira mawayamake,nadie murió.,flashcards
jara jainmacha ike,eso no tuvo sentido.,flashcards
¿jaweti min topona?,¿cuánto cortaste?,flashcards
kikin moa atires riki mato,son bastante listos.,flashcards
eara oshiai,estoy adelgazando.,flashcards
nenorin mia,tú estás seguro aquí.,flashcards
¿min xepoti atipana?,¿podrías cerrar la puerta?,flashcards
sinata riki ea,estaba furioso.,flashcards
eara moa kati jake,creo que debería irme.,flashcards
¿tsoaki banetai?,¿quién se queda?,flashcards
ari meka ikantiri:,entonces le dijo:,cuentos
meken tash akanaira ibake jakomacha,los aplausos eran ensordecedores.,flashcards
enra jenebiratiki,yo debería renunciar.,flashcards
teebo aki paxkina riki mia,estás saturado de trabajo.,flashcards
ebe raenanai betanra ea yoyo ike,hablé con amigos.,flashcards
¡ishtontani jowe!,¡date prisa!,flashcards
benbo joni iwe,sé un caballero.,flashcards
¿janki piano keomai?,¿ella toca el piano?,flashcards
onanoxon akares,fue sólo un experimento.,flashcards
¿en televisor keteati atipana?,¿puedo prender el televisor?,flashcards
nonra akinai ake,estamos comprometidos.,flashcards
¿ebe yoyo ikirin mia?,¿está ud. hablando conmigo?,flashcards
noara akinti kenai,queremos ayudar.,flashcards
papanra maroti jawekibo oinai,papá administra la tienda.,flashcards
ikantapajiri isanpitapajiri:,y le dijo:,cuentos
maryra japonesnin yoyo ikai,mary habla japonés.,flashcards
¿nenoki mia yame oxawana?,¿acaso dormiste aquí anoche?,flashcards
jakonra iti iki wanoa,sería agradable casarse.,flashcards
¿jaweki winota?,¿ha sucedido algo?,flashcards
tomanra kopiakai,tom pagará.,flashcards
matsinra ea akai,estoy congelado.,flashcards
mia pabikiya iki,tienes ojeras.,flashcards
¿jawekeskaki mia nato netebo ika?,¿cómo estás estos días?,flashcards
¿minarin nato?,¿es suyo esto?,flashcards
jain jakomati yoyo iyamakanwe,dejen de copuchar.,flashcards
bakeranon jisara iwanke?,parecía joven.,flashcards
enra mia ninkatai,te entiendo.,flashcards
¡jakoinra akin pota!,¡qué buen tiro!,flashcards
tomanra tee jeneibake,tom renunció.,flashcards
kikin jakoma jaweki,es totalmente ridículo.,flashcards
eara wanoai,me caso.,flashcards
jainra bekanai,aquí vienen.,flashcards
eabichora ikasai,necesito estar sola.,flashcards
"miaki rateta, ¿ikama?","estás impresionado, ¿no?",flashcards
kikin raroshaman,estoy tan feliz.,flashcards
ea naman imakasirin mia,me estás bajoneando.,flashcards
nokon pishanki riki,está en mi bolsillo.,flashcards
enribira yoiti atipanyamake,yo tampoco puedo explicarlo.,flashcards
¿jaweratoki mia kenai?,¿cuál prefieres?,flashcards
mia jakomati atipanke,podrías hacerte daño.,flashcards
enra raromake,la hice feliz.,flashcards
¿min yoikasai?,¿desea ordenar?,flashcards
jakiribi jowe,vuelve pronto.,flashcards
miara bewashokoti jake,te toca cantar.,flashcards
mia ninkakasira ea iwanke,creí oírte.,flashcards
enki noyai yoina piti atipana,puedo comer insectos.,flashcards
westiora bitira maxkake,necesito comprar uno.,flashcards
¡jainbi iwe!,¡quédate quieto!,flashcards
maxkocha yoikanwe,sean breves.,flashcards
¿mia weniti atipana?,"¿podrías levantarte, por favor?",flashcards
